word,formal,lazy,keyer,usage,hint
nettled,n-e-t-l-d,netld,,4455,nettled = netld (n-e-t-l-d)  [2]
nettles,n-e-t-l-s,netls,,4455,nettles = netls (n-e-t-l-s)  [2]
normally,n-o-m-ye,nomy,,4590,normally = nomy (n-o-m-ye)  [4]
indirectly,nt-r-k-e,ntrke,,4696,indirectly = ntrke (nt-r-k-e)  [5]
converge,k-v-e-j,kvej,,4741,converge = kvej (k-v-e-j)  [4]
convergence,k-v-e-j-n-s,kvejns,,4741,convergence = kvejns (k-v-e-j-n-s)  [5]
convergent,k-v-e-jnt,kvejnt,,4741,convergent = kvejnt (k-v-e-jnt)  [4]
conversion,k-v-e-sh,kvez,,4741,conversion = kvez (k-v-e-sh)  [6]
conversions,k-v-e-sh-s,kvezs,,4741,conversions = kvezs (k-v-e-sh-s)  [6]
convert,k-v-e2-t,kvet,,4741,convert = kvet (k-v-e2-t)  [3]
