"word","lazy","hint","formal","usage","keyer"
"safety","","","s-a-f-t-e","",""
"said","","","s-e-d","",""
"sail","","","s-a-l","",""
"sailed","","","s-a-ld","",""
"sake","","","s-a-k","",""
"salad","","","s-a-l-a-d","",""
"salary","","","s-a-l-r-e","",""
"sale","","","s-a-l","",""
"sales","","","s-a-l-s","",""
"salesman","","","s-a-s-m-a-n","",""
"salesmen","","","s-a-s-mn","",""
"salt","","","s-o-l-t","",""
"Salt Lake City","","","s-o-l-a-k-s","",""
"salve","","","s-a-v","",""
"same","","","s-a-m","",""
"same circumstances","","","s-a-m-ss","",""
"sample","","","s-a-m-p","",""
"San Angelo","","","s-a-n-a-n-j","",""
"San Antonio","","","s-a-n-a-n","",""
"San Bernardino","","","s-a-n-b-e2-n","",""
"San Diego","","","s-a-n-d-a-g","",""
"San Francisco","","","s-a-n-f","",""
"San Juan","","","s-a-n-w-o-n","",""
"San Rafael","","","s-a-n-r-a-f","",""
"sand","","","s-a-nt","",""
"sane","","","s-a-n","",""
"sang","","","s-a-ng","",""
"sanitary","","","s-a-n-e-t-r-e","",""
"Santa Barbara","","","s-a-nt-b","",""
"Santiago","","","s-a-nt-a-g","",""
"sash","","","s-a-sh","",""
"Saskatchewan","","","ss-k-a-ch","",""
"Saskatoon","","","ss-k-tn","",""
"sat","","","s-a-t","",""
"satin","","","s-a-tn","",""
"satisfaction","","","s-a-t-sh","",""
"satisfactorily","","","s-a-t-e","",""
"satisfactory","","","s-a-t","",""
"satisfy","","","s-a-t","",""
"Saturday","","","s-a-t","",""
"save","","","s-a-v","",""
"saved","","","s-a-v-d","",""
"savings","","","s-a-v-/-s2","",""
"saw","","","s-o","",""
"say","","","s-a","",""
"says","","","s2s","",""
"scale","","","s-k-a-l","",""
"scarce","","","s-k-r-s","",""
"scare","","","s-k-a-r","",""
"scared","","","s-k-a-r-/-t","",""
"scarf","","","s-k-a-r-f","",""
"scene","","","s-e-n","",""
"scenery","","","s-e-n-r-e","",""
"scenes","","","s-e-n-s","",""
"scenic","","","s-e-n-e-k","",""
"schedule","","","s-k-e-d-l","",""
"scheduled","","","s-k-e-d-ld","",""
"scheme","","","s-k-e-m","",""
"scholarship","","","s-k-l-r-/-sh","",""
"school","","","s-k-l","",""
"science","","","s-a-n-s","",""
"scientific","","","s-ia-n-df","",""
"Scilily","","","ss-l-e","",""
"score","","","s-k-o-r","",""
"Scotland","","","s-k-o-t","",""
"scout","","","s-k-a-u-t","",""
"scrap","","","s-k-r-a-p","",""
"screen","","","s-k-r-e-n","",""
"sculpture","","","s-k-l-p-t-r","",""
"sea","","","s-e","",""
"seal","","","s-e-l","",""
"search","","","s2-e-ch","",""
"season","","","s-e-s-n","",""
"seat","","","s-e-t","",""
"Seattle","","","s-a-t-l","",""
"seaway","","","s-e-/-n","",""
"secession","","","s-e-s-e-sh","",""
"second","","","s-e-k-nt","",""
"seconded","","","s-e-k-nt-d","",""
"secret","","","s-e-k-r-e-t","",""
"secretary","","","s-e-k-/-r-e","",""
"Secretary of Agriculture","","","s-e-k-ya","",""
"Secretary of Commerce","","","s-e-k-m-ye","",""
"Secretary of State","","","s-e-k-s-t","",""
"Secretary of the Interior","","","s-e-k-n-/-o-r","",""
"section","","","s-e-k-sh","",""
"secure","","","s-e-k-r","",""
"security","","","s-e-k-/-r","",""
"see","","","s-e","",""
"seed","","","s-e-d","",""
"seek","","","s-e-k","",""
"seem","","","s-e-m","",""
"seemed","","","s-e-mt","",""
"seemingly","","","s-e-m-/-e","",""
"seen","","","s-e-n","",""
"seep","","","s-e-p","",""
"seized","","","s-e-s-d","",""
"seldom","","","s-e-l-tm","",""
"select","","","s-e-l-e-k","",""
"selected","","","s-e-l-e-k-t","",""
"selection","","","s-e-l-e-k-sh","",""
"selfish","","","s2-/-s2h","",""
"sell","","","s-e-l","",""
"sells","","","s-e-l-s","",""
"semester","","","s-e2-m-e2-s-t-e2","",""
"semiannual","","","s-e-m-a-n-l","",""
"senate","","","s-e-n-a-t","",""
"Senate ","","","s-e-n","",""
"Senate bill","","","s-e-n-b-l","",""
"senator","","","s-e2-n-a-t-e2","",""
"send","","","s-e-n","",""
"sender","","","s-e-n-/-r","",""
"sends","","","s-e-n-s","",""
"senior Senator from X","","","s-s-n-/-X","",""
"seniority","","","s-e-n-/-r","",""
"sense","","","s-e-n-s","",""
"senses","","","s-e-n-ss","",""
"sensible","","","s-e-n-s-b","",""
"sent","","","s-e-nt","",""
"sentence","","","s-e-n-tn-s","",""
"sentiment","","","s-e-nt-e-m","",""
"sentimental","","","s-e-nt-/-m","",""
"separate","","","s-e-p-r","",""
"September","","","s-e-p","",""
"serge","","","s2-e-j","",""
"sergeant","","","s-a-jnt","",""
"serial","","","s-e-r-ea-l","",""
"series","","","s-e-r-e-s","",""
"serious","","","s-e-r-s","",""
"seriously","","","s-e-r-s-e","",""
"sermon","","","s2-e2-mn","",""
"servant","","","s-e-v-nt","",""
"serve","","","s-e-v","",""
"service","","","^-s2","",""
"services","","","^-s2-s2","",""
"session","","","s-e-sh","",""
"set","","","s-e-t","",""
"set up","","","s-e-t-p","",""
"settle","","","s-e-t-l","",""
"settled","","","s-e-t-ld","",""
"settlement","","","s-e-t-l-m","",""
"several","","","s-e-v","",""
"several years ago","","","s-e-v-r-g","",""
"severe","","","s-e-v-e-r","",""
"sew","","","s-o","",""
"sewed","","","s-o-d","",""
"shade","","","sh-a-d","",""
"shades","","","sh-a-d-s","",""
"shadow","","","sh-a-d-o","",""
"shake","","","sh-a-k","",""
"shall","","","sh","",""
"shame","","","sh-a-m","",""
"Shanghai","","","sh-a-ng-i","",""
"shape","","","sh-a-p","",""
"share","","","sh-a2","",""
"sharp","","","sh-a-r-p","",""
"she","","","sh-e","",""
"shed","","","sh-e-d","",""
"sheep","","","sh-e-p","",""
"sheet","","","sh-e-t","",""
"sheets","","","sh-e-t-s","",""
"shell","","","sh-e-l","",""
"shine","","","sh-i-n","",""
"ship","","","sh","",""
"-ship","","","/-sh","",""
"shipment","","","sh-m","",""
"shipped","","","sh-/-t","",""
"shipping department","","","sh-/-d","",""
"ships","","","sh-s","",""
"shirt","","","sh-e2-t","",""
"shock","","","sh-o-k","",""
"shoe","","","sh-u","",""
"shoes","","","sh-u-s","",""
"shoot","","","sh-u-t","",""
"shop","","","sh-o-p","",""
"shore","","","sh-o-r","",""
"short","","","^-sh","",""
"shortage","","","sh-/-j","",""
"shortened","","","sh-/-nt","",""
"shorter","","","sh-/-r","",""
"shorthand","","","sh-/-nt","",""
"shortly","","","sh-/-e","",""
"shot","","","sh-o-t","",""
"should","","","sh-d","",""
"should be","","","sh-d-b","",""
"should be able","","","sh-d-b-a","",""
"should be done","","","sh-d-b-tn","",""
"shoulder","","","sh-o-ld-r","",""
"show","","","sh-o","",""
"showed","","","sh-o-d","",""
"shower","","","sh-a-u-r","",""
"shown","","","sh-o-n","",""
"shut","","","sh-u-t","",""
"sick","","","s-e-k","",""
"sickness","","","s-e-k-n-e-s","",""
"side","","","s-i","",""
"sides","","","s-i-d-s","",""
"sight","","","s-i-t","",""
"sign","","","s-i-n","",""
"signal","","","s-g-n","",""
"signature","","","s-e-g","",""
"signed","","","s-i-nt","",""
"significance","","","s-e-g-n-e-f","",""
"significant","","","s-g","",""
"silence","","","s2-i-l","",""
"silent","","","s2-i-l-e-nt","",""
"silk","","","s-e-l-k","",""
"silly","","","s-e-l-e","",""
"silver","","","s-e-l-v","",""
"similar","","","s-e-m-e-l","",""
"simple","","","s-e-m-p","",""
"simplicity","","","s2-e-m-p-/-s2","",""
"simply","","","s-e-m-p-e","",""
"sin","","","s-e-n","",""
"since","","","s-e-n-s","",""
"sincere","","","s-e-n-s-e","",""
"sincerely","","","s-e-n-s-e-e","",""
"sincerity","","","s-e-n-s-/-r","",""
"sing","","","s-e-ng","",""
"Singapore","","","s-e-ng-p-o-r","",""
"single","","","s-e-ng","",""
"sink","","","s-e-nk","",""
"sins","","","s-e-n-s","",""
"sip","","","s-e-p","",""
"sir","","","s2","",""
"sister","","","ss-t-e2","",""
"sisters","","","ss-t-ye2","",""
"sit","","","s-e-t","",""
"situated","","","s-e-t-e-u-td","",""
"situation","","","s-e-t-n","",""
"size","","","s-i-s","",""
"sized","","","s-i-s-d","",""
"skating","","","s-k-a-t-\-h","",""
"sketch","","","s-k-e-ch","",""
"skill","","","s-k-l","",""
"skin","","","s-k-e-n","",""
"skirt","","","s-k-e2-t","",""
"slaves","","","s-l-a-v-s","",""
"sleep","","","s-l-e-p","",""
"sleeves","","","s-l-e-v-s","",""
"slept","","","s-l-e-p-t","",""
"slide","","","s-l-i-d","",""
"slight","","","s-l-i","",""
"slightest","","","s-l-i-s-t","",""
"slightly","","","s-l-ia","",""
"slip","","","s-l-e-p","",""
"slippers","","","s-l-e-p-r-s","",""
"slow","","","s-l-o","",""
"slowly","","","s-l-o-e","",""
"small","","","s-m-o","",""
"smaller","","","s-m-o-r","",""
"smart","","","s-m-a2-t","",""
"smile","","","s-m-i2","",""
"smoke","","","s-m-o-k","",""
"smooth","","","s-m-u-th","",""
"snap","","","s-n-a-p","",""
"snow","","","s-n-o","",""
"so","","","s-o","",""
"so far as I know","","","s-o-f-a-s-n-o","",""
"so well","","","s-o-l","",""
"soap","","","s-o-p","",""
"sober","","","s-o-b-r","",""
"so-called","","","s-o-k-o-/-t","",""
"social","","","s-o-sh","",""
"society","","","ss2","",""
"soft","","","s-o-f-t","",""
"soil","","","s-o-e-l","",""
"sold","","","s-o-ld","",""
"soldier","","","s-o-l-j-e2","",""
"soldiers","","","s-o-l-j-ye2","",""
"sole","","","s-o-l","",""
"solemn","","","s-o-l-e-m","",""
"solicit","","","s-o-l-e-s-t","",""
"solid","","","s-o-l-e-d","",""
"solo","","","s-o-l-o","",""
"solution","","","s-o-l-sh","",""
"some","","","s-m","",""
"some of them","","","s-m-th-m","",""
"some of those","","","s2-m-th-s2","",""
"somebody","","","s-m-b-o","",""
"somebody else","","","s-m-b-o-l-s","",""
"somehow","","","s-m-a-u","",""
"someone","","","s-m-u-n","",""
"something","","","s-m-\-h","",""
"sometime","","","s-tm","",""
"sometime or other","","","s-tmu-th","",""
"somewhat","","","s-m-o-t","",""
"somewhere","","","s-m-a2","",""
"son","","","s-n","",""
"song","","","s-o-ng","",""
"son-in-law","","","s-n-l-o","",""
"Sonora","","","s-n-o-r-a","",""
"soon","","","s-n","",""
"sooner","","","s-n-e2","",""
"sooner or later","","","s-n-l-a-t","",""
"sooner than","","","s-n-e2-n","",""
"sophisticate","","","s-o-f-/-s-t-a","",""
"sore","","","s-o-r","",""
"sorority","","","s-o-r-/-r","",""
"sorrow","","","s-o-r-o","",""
"sorry","","","s-o-r-e","",""
"sort","","","s-o-t","",""
"sought","","","s-ot","",""
"soul","","","s-o-l","",""
"sound","","","s-nt","",""
"sounded","","","s-nt-d","",""
"source","","","s-o-s","",""
"south","","","s-a-u","",""
"South America","","","s-/-a-m","",""
"South Carolina","","","s-k","",""
"South Dakota","","","s-d","",""
"Southampton","","","s-/-a-m-tn","",""
"southbound","","","s-b","",""
"southbound track","","","s-b-t","",""
"southeast","","","s-e-s","",""
"southeast corner","","","s-e-s-k","",""
"southeast quarter","","","s-e2-s-k-t-e2","",""
"southeasterly","","","s-e-s-r-e","",""
"southeasterly direction","","","s-e-s-r-e-d","",""
"southeasterly side","","","s-e-s-r-e-s","",""
"southeastern","","","s-e-s-tn","",""
"southerly","","","s-u-th-e","",""
"southerly direction","","","s-u-th-e-d","",""
"southerly side","","","s-u-th-e-s","",""
"southern","","","s-u-th-e-n","",""
"southern division","","","s-u-df","",""
"southwest","","","s-u","",""
"southwest corner","","","s-u-k","",""
"southwest quarter","","","s-u-k-t-e2","",""
"southwesterly","","","s-u-r-e","",""
"southwesterly direction","","","s-u-r-e-d","",""
"southwesterly side","","","s-u-r-e-s","",""
"southwestern","","","s-u-tn","",""
"space","","","s-p-a-s","",""
"Spain","","","s-p-n","",""
"spare","","","s-p-a-r","",""
"spas","","","s-p-a-s","",""
"speak","","","s-p","",""
"speaker","","","s-p-/-r","",""
"special","","","s-p","",""
"specialize","","","s-p-i-s","",""
"specially","","","s-p-e","",""
"specific","","","s-p-e-s-k","",""
"specifically","","","s-p-e-s-/-k-e","",""
"specifications","","","s-p-e-s-/-f-s","",""
"specify","","","s-p-e-s","",""
"specimen","","","s-p-e-s-mn","",""
"speech","","","s-p","",""
"speed","","","s-p-d","",""
"spell","","","s-p-l","",""
"spend","","","s-jnt","",""
"spent","","","s-jnt","",""
"spirit","","","s-p-r","",""
"spite","","","s-p-i-t","",""
"splendid","","","s-p-l-e-nt","",""
"split","","","s-p-l-e-t","",""
"spoiled","","","s-p-o-e-ld","",""
"Spokane","","","s-p-k-a-n","",""
"spoke","","","s-p-k","",""
"sport","","","s-p-o-t","",""
"spot","","","s-p-o-t","",""
"spread","","","s-p-r-e-d","",""
"spring","","","s-p-r-e-ng","",""
"square","","","s-k-w-a-r","",""
"square foot","","","s-k-f","",""
"square inch","","","s-k-n-ch","",""
"square yard","","","s-k-a2-d","",""
"St. Augustine","","","s-t-o-g-u-s","",""
"St. John","","","s-t-j-o-n","",""
"St. Joseph","","","s-t-j-o","",""
"St. Louis","","","s-t-l-u","",""
"St. Paul","","","s-t-p-l","",""
"staff","","","s-t-a-f","",""
"stage","","","s-t-a-j","",""
"stair","","","s-t-a2","",""
"stairs","","","s-t-ya2","",""
"stamp","","","s-t-a-m-p","",""
"stand","","","s-tn","",""
"standard","","","s-tn-a-d","",""
"standpoint","","","s-tn-o-e","",""
"stands","","","s-tn-s","",""
"standstill","","","st-tn-s-t-e2","",""
"star","","","s-t-a2","",""
"stars","","","s-t-ya2","",""
"start","","","s-t-a2-t","",""
"started","","","s-t-a2-td","",""
"starts","","","s-t-a2-t-s","",""
"state","","","s-t","",""
"stated","","","s-t-/-t","",""
"statement","","","s-t-m","",""
"stateroom","","","s-t-r-m","",""
"station","","","s-t-sh","",""
"stationary","","","s-t-sh-e2-e2","",""
"stationery","","","s-t-sh-e2-e2","",""
"statistic","","","s-t-a-t","",""
"statistics","","","s-t-/-s-t-s","",""
"status","","","s-t-a-t-u-s","",""
"status quo","","","s-t-a-t-u-s-k-o","",""
"stay","","","s-t-a","",""
"stayed","","","s-t-a-d","",""
"steadily","","","s-td-ya","",""
"steady","","","s-td-e","",""
"steam","","","s-t-e-m","",""
"steamer","","","s-t-e2-m-e2","",""
"steer","","","s-t-e2","",""
"stenographer","","","s-tn-/-o-r","",""
"-stic","","","/-st","",""
"still","","","s-t-e2","",""
"stir","","","s-t-e2","",""
"stock","","","s-t-o","",""
"stockholders","","","s-t-o-o-ld-r-s","",""
"Stockholm","","","s-t-o-k-o-m","",""
"stockings","","","s-t-o-/-s2","",""
"stocks","","","s-t-o-s","",""
"stomach","","","s-tm-a-k","",""
"stone","","","s-t-o-n","",""
"stood","","","s-t-u","",""
"stop","","","s-t-p","",""
"stop ","","","s2s","",""
"stopped","","","ss-t","",""
"storage","","","s-t-o-r-j","",""
"store","","","s-t-o-r","",""
"storehouse","","","s-t-o-ru-s","",""
"storm","","","s-t-o-m","",""
"story","","","s-t-o-r-e","",""
"stove","","","s-t-o-v","",""
"straighten","","","s-t-r-a-tn","",""
"strange","","","s-t-j","",""
"strangely","","","s-t-j-e","",""
"stranger","","","s-t-j-e2","",""
"straw","","","s-t-r-o","",""
"Street","","","s-t","",""
"strength","","","s-t-r","",""
"strenuous","","","s-t-r-e-n-u-u-s","",""
"strict","","","s-t-r-k","",""
"strike","","","s-t-r-i","",""
"strikes","","","s-t-r-i-s","",""
"string","","","s-t-r-e-ng","",""
"stroke","","","s-t-r-o-k","",""
"strong","","","s-t-r","",""
"stronger","","","s-t-r-r","",""
"strongest","","","s-t-r-s-t","",""
"strongly","","","s-t-r-e","",""
"struck","","","s-t-r-k","",""
"struggle","","","s-t-r-g","",""
"strum","","","s-t-r-m","",""
"stuck","","","s-t-u-k","",""
"student","","","s-t-u-tn","",""
"studied","","","s-td-e-d","",""
"study","","","s-td-e","",""
"stuff","","","s-t-u-f","",""
"stunt","","","s-t-nt","",""
"stupid","","","s-t-p-d","",""
"style","","","s-t-i2","",""
"styles","","","s-t-i-l-s","",""
"stylish","","","s-t-i2-/-sh","",""
"subcommittee","","","s-k-e","",""
"subcutaneous","","","s-k-e-u-tn-u-s","",""
"subject","","","s-j","",""
"submit","","","s-m-e-t","",""
"subscription","","","s-s-k-r-sh","",""
"subsequent","","","s-s-e-k","",""
"substance","","","s-s-tn-s","",""
"substantial","","","s-s-tn-sh","",""
"substitute","","","s-s-t","",""
"substituted","","","s-s-t-/-t","",""
"succeed","","","s-u-k-d","",""
"succeeded","","","s-u-k-td","",""
"success","","","s-u-k","",""
"successful","","","s-u-k-f","",""
"such","","","s-ch","",""
"such circumstances","","","s-ch-/-ss","",""
"Sudan","","","s-u-d-a-n","",""
"sudden","","","s-u-tn","",""
"suffer","","","s-u-f","",""
"sufficient","","","s-u-f","",""
"sugar","","","sh-u-g-r","",""
"suggest","","","s-u-g","",""
"suggested","","","s-u-j-/-t","",""
"suggestion","","","s-u-j","",""
"suit","","","s-u-t","",""
"suitable","","","s-u-t-b","",""
"suited","","","s-u-td","",""
"sum","","","s-m","",""
"summer","","","s-m-e2","",""
"sun","","","s-n","",""
"Sunday","","","s-n","",""
"Sunday morning","","","s-mn-\-h","",""
"Sunday night","","","s-n-i","",""
"sunset","","","s-n-s-e-t","",""
"sunshine","","","s-n-sh-i-n","",""
"superb","","","s-/-b","",""
"superfluous","","","s-/-f","",""
"superintendent","","","s-/-n-tn","",""
"superintendent of eastern division","","","s-/-e-s-df","",""
"superintendent of motive power","","","s-<-m-<-p","",""
"superintendent of shops","","","s-/-sh-o-p-s","",""
"superintendent of telegraph","","","s-/-t-e-l","",""
"superintendent of transportation","","","s-t-/-p-o-t-sh","",""
"superior","","","s-/-o-r","",""
"superior ","","","s-/-r","",""
"superiority","","","s-/-r","",""
"superstition","","","s-/-s-t-sh","",""
"superstitious","","","s-/-s-t-e-sh","",""
"supervision","","","s-/-v-e-sh","",""
"supervisor","","","s-/-v-i-s-r","",""
"supper","","","s-u-p-r","",""
"supplement","","","s-p-l-e-m","",""
"supplied","","","s-p-l-i-d","",""
"supply","","","s-p-l-i","",""
"support","","","s-/-t","",""
"suppose","","","s-p-o","",""
"suppress","","","s-/-s","",""
"supreme","","","s-/-m","",""
"Supreme Court","","","s-/-k-t","",""
"supression","","","s-/-sh","",""
"sure","","","sh-u","",""
"surely","","","sh-u","",""
"surer","","","sh-/-r","",""
"surest","","","shs-t","",""
"surety","","","sh-u-t-e","",""
"surf","","","s-e-f","",""
"surface","","","s-e-f-a-s","",""
"surge","","","s2-e-j","",""
"surgery","","","s2-e-j-r-e","",""
"surmount","","","s2-e-mn-t","",""
"surplus","","","s-e-p-l-u-s","",""
"surprise","","","s-e-p-r-i-s","",""
"surrender","","","s-e-r-e-nt","",""
"surrounded","","","s-e-r-nt-d","",""
"surrounding","","","s-e-r-nt-\-h","",""
"survey","","","s-e-v-a","",""
"suspect","","","ss-/-k","",""
"suspected","","","ss-/-k-t","",""
"suspicion","","","ss-/-sh","",""
"sustain","","","ss-tn","",""
"Swansea","","","s-o-n-s-e","",""
"swear","","","s-u-a-r","",""
"sweater","","","s-u-e-t-e2","",""
"sweet","","","s-u-e-t","",""
"sweetest","","","s-u-e-t-e-s","",""
"sweetness","","","s-u-e-t-n-e-s","",""
"swell","","","s-u-e-l","",""
"swim","","","s-u-e-m","",""
"swing","","","s-w-e-ng","",""
"Switzerland","","","s-u-e-t-s","",""
"symmetry","","","s-e-m-e-t-r-e","",""
"sympathetic","","","s-e-m-th-/-a","",""
"sympathize","","","s-e-m-th-i-s","",""
"sympathy","","","s-e-m-th-e","",""
"Syracuse","","","s-e-r-k-e-u","",""
"Syria","","","s-e-r-a","",""
"system","","","s2s","",""
"table","","","t-a-b","",""
"Tacoma","","","t-a-k-m-a","",""
"tail","","","t-a-l","",""
"take","","","t-a","",""
"take advantage","","","t-a-v","",""
"take away","","","t-a-/-n","",""
"take-care","","","t-a-k-a","",""
"taken","","","t-a-k-n","",""
"taken ","","","t-a-n","",""
"takes","","","t-a-k-s","",""
"tale","","","t-a-l","",""
"talent","","","t-a-l-e-nt","",""
"talk","","","t-o-k","",""
"talked","","","t-o-k-t","",""
"tall","","","t-o-l","",""
"tamper","","","tm-p-r","",""
"Tampico","","","tm-p-k","",""
"tan","","","t-a-n","",""
"tanager","","","tn-j-e2","",""
"tandem","","","tn-tm","",""
"tangent","","","tn-jnt","",""
"tangerine","","","tn-j-e-r-e-n","",""
"tangible","","","tn-j-b","",""
"tank","","","t-a-nk","",""
"tantalum","","","tn-t-l-m","",""
"tantamount","","","tn-t-mn-t","",""
"tantilize","","","tn-t-l-i-z","",""
"tariff","","","t-a-r-f","",""
"task","","","t-a-s-k","",""
"Tasmania","","","t-a-s-mn-a","",""
"taste","","","t-a-s-t","",""
"taught","","","t-o-t","",""
"taut","","","t-o-t","",""
"tax","","","t-a-x","",""
"taxes","","","t-a-xs","",""
"taxpayer","","","t-a-x-p-r","",""
"tea","","","t-e","",""
"teach","","","t-e-ch","",""
"teacher","","","t-e2-ch-e2","",""
"teachers","","","t-e-ch-ye2","",""
"teaches","","","t-e-ch-s","",""
"team","","","t-e-m","",""
"tear","","","t-e2","",""
"tears","","","t-ye2","",""
"tecnical","","","t-e-k-n-/-k","",""
"teen","","","t-e-n","",""
"teeth","","","t-e-th","",""
"telegram","","","t-e-l-/-g","",""
"telegraph","","","t-e-l-/-^-e","",""
"telephone","","","t-e-l-f","",""
"tell","","","t-e","",""
"tell me","","","t-e-m-e","",""
"tell us","","","t-e-s2","",""
"tells","","","t-ye2","",""
"temblor","","","tm-b-l-r","",""
"temerity","","","tm-/-r","",""
"temper","","","tm-p-r","",""
"temperance","","","tm-p","",""
"temperate","","","tm-p-r-a","",""
"temperature","","","tm-p-r-a-t-r","",""
"tempest","","","tm-p-e-s","",""
"template","","","tm-p-l-a","",""
"temple","","","tm-p-l","",""
"tempo","","","tm-p-o","",""
"temporarily","","","tm-p-r-r-ye","",""
"temporary","","","tm-p-r-r-e","",""
"temprament","","","tm-p-r-a-m","",""
"tempramental","","","tm-p-r-/-m","",""
"tempt","","","tm-t","",""
"temptation","","","tm-t-sh","",""
"tempted","","","tm-td","",""
"ten","","","tn","",""
"ten days' sight","","","tn-d-a-s-i","",""
"ten years ago","","","tn-e-r-g","",""
"tenable","","","tn-b","",""
"tenacious","","","tn-a-sh","",""
"tenacity","","","tn-/-s","",""
"tenancy","","","tn-a-n-s-e","",""
"tenant","","","tn-nt","",""
"tend","","","tn-d","",""
"tendency","","","tn-tn-se","",""
"tender","","","tn-d-e2","",""
"tendon","","","tn-tn","",""
"tenebrous","","","tn-b-r-u-s","",""
"tenement","","","tn-e-m","",""
"tenet","","","tn-e-t","",""
"Tennessee","","","tn","",""
"tennis","","","tn-e-s","",""
"tenor","","","tn-o-r","",""
"tense","","","tn-s","",""
"tension","","","tn-sh","",""
"tensity","","","tn-/-s","",""
"tent","","","tn-t","",""
"tenuity","","","tn-e-u-t-e","",""
"tenuous","","","tn-u-u-s","",""
"term","","","t-e-m","",""
"terrible","","","t-e-r-b","",""
"terribly","","","t-e-r-b-e","",""
"territory","","","t-e-r-e","",""
"test","","","t-e-s","",""
"testimonial","","","t-e-s-tm","",""
"testimony","","","t-e-s-tm-e","",""
"Texas","","","t-x","",""
"text","","","t-x","",""
"than","","","th-n","",""
"thank","","","th-^->-\-h","",""
"thank you","","","th-u","",""
"thank you for","","","th-u-f","",""
"thanked","","","th-^->-/-t","",""
"thankful","","","th-/-f","",""
"thanking","","","th-^->-^-h-\-\-h","",""
"thanks","","","th-/-s","",""
"thanksgiving","","","th-/-s-g-e-\-h","",""
"that","","","th-a","",""
"that is","","","th-a-s","",""
"that is to say","","","th-a-s-s-a","",""
"that the","","","th-a-th","",""
"that they","","","th-a-th-e","",""
"that this","","","th-a-th-s","",""
"the","","","th","",""
"the fact","","","th-/-f","",""
"the floor of the House","","","th-/-f-u-s","",""
"The Hague","","","th-^-h-\-a-g","",""
"theater","","","th-e-t-e2","",""
"their","","","th2","",""
"them","","","th-m","",""
"theme","","","th-e-m","",""
"themselves","","","th-m-ss","",""
"then","","","th-n","",""
"thence","","","th-e-n-s","",""
"theory","","","th-e-r-e","",""
"there","","","th2","",""
"there are","","","th2-r","",""
"there is","","","th2-s","",""
"there is not","","","th2-s2-nt","",""
"there was not","","","th2-o-s2-nt","",""
"thereafter","","","th2-a-f","",""
"thereby","","","th2-b","",""
"therefore","","","th2-f","",""
"therein","","","th2-n","",""
"thereof","","","th2-o","",""
"thereon","","","th2-o-n","",""
"thereto","","","th2-t-u","",""
"thermometer","","","th2-e2-mn-e-t-e2","",""
"these","","","th-e-s","",""
"they","","","th-e","",""
"they are","","","th-r","",""
"they do not","","","th-e-tn","",""
"they do not know","","","th-e-tn-o","",""
"they don't","","","th-e-d-o-n","",""
"they had","","","th-i3-d","",""
"they were","","","th-e2","",""
"they were not","","","th-e2-n","",""
"thick","","","th-e-k","",""
"thin","","","th-e-n","",""
"thing","","","th-\-h","",""
"things","","","th-\-s","",""
"think","","","th-\-h","",""
"thinking","","","th-^-h-\-\-h","",""
"thinks","","","th-\-s","",""
"third","","","th2-e2-d","",""
"this","","","th-s","",""
"this is","","","th-s-s","",""
"thorough","","","th2-e","",""
"thoroughly","","","th2-e","",""
"thoroughly understood","","","th2-e-/-s-t-u","",""
"thoroughness","","","th2-e-n","",""
"those","","","th-s","",""
"though","","","th-o","",""
"thought","","","th-o-t","",""
"thoughtful","","","th-o-t-f","",""
"thousand","","","th-a-u","",""
"thread","","","th-r-e-d","",""
"three","","","th2-e","",""
"threw","","","th-r-u","",""
"thrill","","","th-r-e-l","",""
"thrilled","","","th-r-e-ld","",""
"throat","","","th-r-o-t","",""
"through","","","th-r-u","",""
"through the","","","th2-r-u-th","",""
"throughout","","","th-r-a-u-t","",""
"throw","","","th-r-o","",""
"thrown","","","th-r-o-n","",""
"Thursday","","","th-r-s","",""
"thus","","","th-u-s","",""
"-tic","","","/-a","",""
"-tical","","","/-ya","",""
"ticket","","","t-e-k-e-t","",""
"ticket agent","","","t-e-k-a","",""
"ticket auditor","","","t-e-k-/-o","",""
"tickets","","","t-e-k-e-t-s","",""
"tickled","","","t-e-k-ld","",""
"tie","","","t-i","",""
"tight","","","t-i-t","",""
"tile","","","t-i-l","",""
"till","","","t-e","",""
"timber","","","tm-b-r","",""
"time","","","tm","",""
"time-honored","","","tm-o-n-e2-/-t","",""
"timekeeper","","","tm-k-p-/-r","",""
"timeless","","","tm-l","",""
"timely","","","tm-e","",""
"timepiece","","","tm-p-e-s","",""
"timer","","","tm-r","",""
"times","","","tm-s","",""
"timetable","","","tm-t-a-b","",""
"timid","","","tm-e-d","",""
"timidity","","","tm-e-td-e","",""
"timorous","","","tm-r-u-s","",""
"tin","","","t-e-n","",""
"tinder","","","tn-d-r","",""
"tinge","","","tn-j","",""
"tiny","","","t-i-n-e","",""
"tip","","","t-e-p","",""
"tire","","","t-i2","",""
"tired","","","t-i2-d","",""
"tires","","","t-yi2","",""
"title","","","t-i-t","",""
"to","","","t-u","",""
"to a great extent","","","t-u-g-r-e-s","",""
"to a large extent","","","t-l-a-j-e-s","",""
"to all","","","t-o2","",""
"to any","","","tn-e","",""
"to any other","","","tn-e-u-t","",""
"to anyone","","","tn-e-u-n","",""
"to ask","","","t-u-s-k","",""
"to be","","","t-b","",""
"to be done","","","t-b-tn","",""
"to do","","","td-u","",""
"to draw","","","td-r-o","",""
"to get","","","t-u-g-e-t","",""
"to give","","","t-u-g-e","",""
