word,formal,lazy,keyer,usage,hint
doctrine,d-o-k-t,dokt,,2246,doctrine = dokt (d-o-k-t) [4]
belong,bl-ng,blg,,2248,belong = blg (bl-ng) [3]
slept,s-l-e-p-t,slepto,o,2249,slept = slepto (s-l-e-p-t) [-1]
library,l-i-br-r-e,librre,,2254,library = librre (l-i-br-r-e) [1]
slightly,s-l-ia,slia,,2255,slightly = slia (s-l-ia) [4]
conclusion,k-k-sh,kkz,,2256,conclusion = kkz (k-k-sh) [7]
range,r-a-n-j,ranj,,2259,range = ranj (r-a-n-j) [1]
changes,ch-s,cso,o,2261,changes = cso (ch-s) [4]
habits,^-h-\-a-b-t-s,habts,,2262,habits = habts (^-h-\-a-b-t-s) [1]
lately,l-a-t-e,latei,i,2263,lately = latei (l-a-t-e) [1]
temper,tm-pr,tmpr,,2265,temper = tmpr (tm-pr) [2]
afford,a-f-d,afd,,2268,afford = afd (a-f-d) [3]
render,r-e-nt,rento,o,2269,render = rento (r-e-nt) [1]
departure,d-p-t-r,dptr,,2270,departure = dptr (d-p-t-r) [5]
qualities,k-u-s,qus,,2272,qualities = qus (k-u-s) [6]
hence,^-h-\-e-n-s,hens,,2273,hence = hens (^-h-\-e-n-s) [1]
gets,g-e-t-s,getso,o,2277,gets = getso (g-e-t-s) [-1]
painted,p-a-nt-d,pantd,,2278,painted = pantd (p-a-nt-d) [2]
utmost,u-t-m-o,utmo,,2279,utmost = utmo (u-t-m-o) [2]
image,e-m-j,emj,,2281,image = emj (e-m-j) [2]
sentiment,s2-e-nt-e-m,sentem,,2283,sentiment = sentem (s2-e-nt-e-m) [3]
ruin,r-u-n,runo,o,2284,ruin = runo (r-u-n) [0]
resolution,r-s2-o-l-s2h,rsolsh,,2285,resolution = rsolsh (r-s2-o-l-s2h) [4]
belonged,bl-ng-/-t,blngt,,2286,belonged = blngt (bl-ng-/-t) [3]
argument,a-g-m,agm,,2287,argument = agm (a-g-m) [5]
arise,a-r-i-s,aris,,2288,arise = aris (a-r-i-s) [1]
melancholy,m-e-l-a-n,melano,o,2289,melancholy = melano (m-e-l-a-n) [4]
maid,m-a-d,madu,u,2290,maid = madu (m-a-d) [0]
wet,u-e-t,uet,,2291,wet = uet (u-e-t) [0]
regret,r-e-g,regu,u,2292,regret = regu (r-e-g) [2]
thence,th-e-n-s,henso,o,2295,thence = henso (th-e-n-s) [1]
strongly,s2-t-r-e,stre,,2298,strongly = stre (s2-t-r-e) [4]
compliance,k-pl-i-n-s,kplins,,2299,compliance = kplins (k-pl-i-n-s) [4]
governor,g-v-/-r,gvr,,2300,governor = gvr (g-v-/-r) [5]
curiosity,k-e-u-/-s,kuso,o,2301,curiosity = kuso (k-e-u-/-s) [5]
lighted,l-i-/-t,lito,o,2302,lighted = lito (l-i-/-t) [3]
reference,r-f,rf,,2303,reference = rf (r-f) [7]
rapid,r-a-p-d,rapd,,2308,rapid = rapd (r-a-p-d) [1]
waste,u-a-s2-t,uast,,2311,waste = uast (u-a-s2-t) [1]
defective,df-e-k-v,dfekv,,2312,defective = dfekv (df-e-k-v) [4]
ball,b-o-l,bol,,2314,ball = bol (b-o-l) [1]
behold,b-o2-ld,boldo,o,2315,behold = boldo (b-o2-ld) [1]
families,f-a-m-ya-s,famyas,,2317,families = famyas (f-a-m-ya-s) [2]
desert,d-s2-e2-t,dset,,2318,desert = dset (d-s2-e2-t) [2]
hitherto,^-h-\-e-th-t-u,hehtu,,2322,hitherto = hehtu (^-h-\-e-th-t-u) [3]
branch,br-a-n-ch,branc,,2324,branch = branc (br-a-n-ch) [1]
necessarily,n-e-ss-e,nesse,,2325,necessarily = nesse (n-e-ss-e) [6]
mounted,mn-td,mmdd,,2326,mounted = mmdd (mn-td) [3]
midnight,m-e-d-n-i,medni,,2334,midnight = medni (m-e-d-n-i) [3]
retired,r-e-t-i2-d,retid,,2335,retired = retid (r-e-t-i2-d) [2]
possess,p-o-ss,posso,o,2337,possess = posso (p-o-ss) [2]
occasionally,k-a-sh-ye,kazye,,2338,occasionally = kazye (k-a-sh-ye) [7]
dared,d-a2-d,dado,o,2340,dared = dado (d-a2-d) [1]
plant,pl-a-nt,planto,o,2342,plant = planto (pl-a-nt) [-1]
shade,sh-a-d,zad,,2343,shade = zad (sh-a-d) [2]
acted,a-k-t,akto,o,2344,acted = akto (a-k-t) [1]
cloud,k-l-a-u,klw,,2345,cloud = klw (k-l-a-u) [2]
plainly,pl-a-n-e,planeo,o,2346,plainly = planeo (pl-a-n-e) [1]
ashamed,a-sh-a-mt,azamt,,2347,ashamed = azamt (a-sh-a-mt) [2]
expedition,e-s-p-t-sh,xptz,,2348,expedition = xptz (e-s-p-t-sh) [6]
reasonable,r-s2-n-b,rsnb,,2349,reasonable = rsnb (r-s2-n-b) [6]
press,pr-e-s,preso,o,2350,press = preso (pr-e-s) [0]
thanks,th-/-s,hse,e,2353,thanks = hse (th-/-s) [3]
profit,pr-f-t,prft,,2356,profit = prft (pr-f-t) [2]
proceed,pr-s-e,prse,,2357,proceed = prse (pr-s-e) [3]
forgive,f-g-e,fge,,2359,forgive = fge (f-g-e) [4]
begged,b-g-d,bgd,,2360,begged = bgd (b-g-d) [3]
utter,u-t-e2,ute,,2361,utter = ute (u-t-e2) [2]
triumph,t-r-i-m-f,trimf,,2362,triumph = trimf (t-r-i-m-f) [2]
sand,s2-a-nt,sant,,2363,sand = sant (s2-a-nt) [0]
reality,r-e-/-l,rel,,2364,reality = rel (r-e-/-l) [4]
permanent,pr-mn,prmm,,2366,permanent = prmm (pr-mn) [5]
university,e-u-n-v-e-s2-t-e,unveste,,2367,university = unveste (e-u-n-v-e-s2-t-e) [3]
limitation,l-e-m-sh,lemz,,2368,limitation = lemz (l-e-m-sh) [6]
distinct,d-s2-t,dsto,o,2372,distinct = dsto (d-s2-t) [4]
reputation,r-p-u-sh,rpuz,,2373,reputation = rpuz (r-p-u-sh) [6]
harm,^-h-\-a2-m,hamo,o,2375,harm = hamo (^-h-\-a2-m) [0]
listening,l-e-s2-n-\-h,lesng,,2376,listening = lesng (l-e-s2-n-\-h) [4]
agreeable,^-yab,yab,,2378,agreeable = yab (^-yab) [6]
suggestion,s2-u-j,suj,,2382,suggestion = suj (s2-u-j) [7]
comfortable,k-f-t-b,kftb,,2383,comfortable = kftb (k-f-t-b) [7]
Egypt,e-j-e-p,ejep,,2387,Egypt = ejep (e-j-e-p) [1]
classes,k-l-a-ss,klass,,2388,classes = klass (k-l-a-ss) [2]
measures,m-e-sh-u-s,mezus,,2391,measures = mezus (m-e-sh-u-s) [3]
confusion,k-f-e-u-sh,kfuz,,2394,confusion = kfuz (k-f-e-u-sh) [5]
equivalent,e-k-w-e-v,eqev,,2399,equivalent = eqev (e-k-w-e-v) [6]
shop,sh-o-p,zop,,2401,shop = zop (sh-o-p) [1]
recent,r-s,rso,o,2402,recent = rso (r-s) [3]
probable,pr-b,prb,,2403,probable = prb (pr-b) [5]
frank,fr-a-nk,franko,o,2405,frank = franko (fr-a-nk) [-1]
majority,m-a-j-/-r,majr,,2408,majority = majr (m-a-j-/-r) [4]
catholic,k-a-th,kah,,2410,catholic = kah (k-a-th) [5]
preserve,pr-e-s2-e-v,presev,,2411,preserve = presev (pr-e-s2-e-v) [2]
risk,r-e-s2-k,resk,,2412,risk = resk (r-e-s2-k) [0]
major,m-a-j-e2,maje,,2414,major = maje (m-a-j-e2) [1]
dreams,d-r-e-m-s,drems,,2416,dreams = drems (d-r-e-m-s) [1]
flower,fl-r,flro,o,2418,flower = flro (fl-r) [2]
appeal,a-p-e-l,apel,,2419,appeal = apel (a-p-e-l) [2]
sugar,sh-u-g-r,zugr,,2422,sugar = zugr (sh-u-g-r) [1]
asleep,a-s-l-e-p,aslep,,2425,asleep = aslep (a-s-l-e-p) [1]
violence,v-i-l-e-n-s,vilens,,2426,violence = vilens (v-i-l-e-n-s) [2]
male,m-a2,mau,u,2428,male = mau (m-a2) [1]
spare,s-p-a-r,spar,,2432,spare = spar (s-p-a-r) [1]
announced,a-n-n-s2-t,annst,,2434,announced = annst (a-n-n-s2-t) [4]
solid,s2-o-l-e-d,soled,,2436,solid = soled (s2-o-l-e-d) [0]
poem,p-o-e-m,pym,,2437,poem = pym (p-o-e-m) [1]
Elizabeth,e-l-e-s-b-th,elesbh,,2439,Elizabeth = elesbh (e-l-e-s-b-th) [3]
blame,bl-a-m,blam,,2440,blame = blam (bl-a-m) [1]
assumed,a-s2-m-/-t,asmt,,2443,assumed = asmt (a-s2-m-/-t) [3]
magnificent,m-/-f,mf,,2444,magnificent = mf (m-/-f) [9]
benefit,b-n-f,bnf,,2446,benefit = bnf (b-n-f) [4]
household,^-h-\-u-s-/-o-ld,husold,,2449,household = husold (^-h-\-u-s-/-o-ld) [3]
disposition,d-s-p-o-sh,dspoz,,2450,disposition = dspoz (d-s-p-o-sh) [6]
estate,e-s2-t,estu,u,2452,estate = estu (e-s2-t) [2]
painful,p-a-n-f,panf,,2453,painful = panf (p-a-n-f) [3]
rolled,r-o-ld,rold,,2455,rolled = rold (r-o-ld) [2]
Boston,b-o-s,boso,o,2456,Boston = boso (b-o-s) [2]
hem,^-h-\-e-m,hemo,o,2458,hem = hemo (^-h-\-e-m) [-1]
towns,t-n-s,tns,,2460,towns = tns (t-n-s) [2]
gun,g-n,gno,o,2461,gun = gno (g-n) [0]
destruction,d-s-/-k-sh,dskz,,2466,destruction = dskz (d-s-/-k-sh) [7]
bosom,b-u-s2-m,busm,,2467,bosom = busm (b-u-s2-m) [1]
corps,k-o-r,kor,,2468,corps = kor (k-o-r) [2]
speed,s-p-d,spd,,2469,speed = spd (s-p-d) [2]
market,m-r,mro,o,2470,market = mro (m-r) [3]
punishment,p-n-sh-m,pnzm,,2471,punishment = pnzm (p-n-sh-m) [6]
kitchen,k-e-ch-n,kecn,,2472,kitchen = kecn (k-e-ch-n) [3]
noon,n-u-n,nunu,u,2474,noon = nunu (n-u-n) [0]
finger,f-e2-ng-e2,fenge,,2476,finger = fenge (f-e2-ng-e2) [1]
handed,^-h-\-nt-d,hntd,,2477,handed = hntd (^-h-\-nt-d) [2]
attempted,a-tm-td,atmdd,,2478,attempted = atmdd (a-tm-td) [4]
frequent,fr-e-k,freq,,2479,frequent = freq (fr-e-k) [4]
suspicion,ss-/-sh,ssz,,2482,suspicion = ssz (ss-/-sh) [6]
ages,a-j-s,ajs,,2483,ages = ajs (a-j-s) [1]
keen,k-e-n,keno,o,2484,keen = keno (k-e-n) [0]
fame,f-a-m,fam,,2485,fame = fam (f-a-m) [1]
opposition,o-p-o-sh,opoz,,2486,opposition = opoz (o-p-o-sh) [6]
design,d-s2-i-n,dsin,,2487,design = dsin (d-s2-i-n) [2]
philosophy,f-e-l-o-s,felos,,2488,philosophy = felos (f-e-l-o-s) [5]
gaze,g-a-s,gaso,o,2489,gaze = gaso (g-a-s) [0]
grant,g-r-a-nt,granto,o,2490,grant = granto (g-r-a-nt) [-1]
patience,p-a-sh-n-s,pazns,,2492,patience = pazns (p-a-sh-n-s) [3]
horror,^-h-\-o-r-r,horr,,2494,horror = horr (^-h-\-o-r-r) [2]
stairs,s2-t-ya2,styao,o,2495,stairs = styao (s2-t-ya2) [1]
hero,^-h-\-e-r-o,heroo,o,2496,hero = heroo (^-h-\-e-r-o) [-1]
emotion,e-m-o-sh,emoz,,2500,emotion = emoz (e-m-o-sh) [3]
lonely,l-o-n-e,loneo,o,2501,lonely = loneo (l-o-n-e) [1]
somewhere,s2-m-a2,sma,,2504,somewhere = sma (s2-m-a2) [6]
wretched,r-e-ch-d,recd,,2505,wretched = recd (r-e-ch-d) [4]
secretary,s2-e-k-/-r-e,sekre,,2506,secretary = sekre (s2-e-k-/-r-e) [4]
delightful,d-l-i-f,dlif,,2507,delightful = dlif (d-l-i-f) [6]
ignorance,e-g,egu,u,2508,ignorance = egu (e-g) [6]
lieu,l-u,luo,o,2509,lieu = luo (l-u) [1]
lights,l-i-s,liso,o,2510,lights = liso (l-i-s) [2]
beloved,bl-v-d,blvd,,2513,beloved = blvd (bl-v-d) [3]
costs,k-o-s-s,koss,,2515,costs = koss (k-o-s-s) [1]
error,e-r-r,err,,2517,error = err (e-r-r) [2]
disease,d-s2-e-s2,dses,,2518,disease = dses (d-s2-e-s2) [3]
mystery,m-e-s2-t-r-e,mestre,,2520,mystery = mestre (m-e-s2-t-r-e) [1]
smooth,s2-m-u-th,smuh,,2521,smooth = smuh (s2-m-u-th) [2]
cease,s-e-s,ses,,2523,cease = ses (s-e-s) [2]
accident,a-k-s,aksu,u,2524,accident = aksu (a-k-s) [4]
nevertheless,n-v-l,nvl,,2525,nevertheless = nvl (n-v-l) [9]
selected,s-e-l-e-k-t,selekt,,2527,selected = selekt (s-e-l-e-k-t) [2]
hundreds,^-h-\-u-nt-s,hunts,,2528,hundreds = hunts (^-h-\-u-nt-s) [3]
prefer,pr-e-f,prefo,o,2532,prefer = prefo (pr-e-f) [1]
confirmed,k-f-e-m-/-t,kfemt,,2534,confirmed = kfemt (k-f-e-m-/-t) [4]
reward,r-e-/-d,redi,i,2536,reward = redi (r-e-/-d) [2]
smaller,s2-m-o-r,smor,,2537,smaller = smor (s2-m-o-r) [3]
baby,b-a-b-e,babe,,2538,baby = babe (b-a-b-e) [0]
corn,k-o-n,kono,o,2539,corn = kono (k-o-n) [0]
burned,b-e2-n-/-t,bento,o,2541,burned = bento (b-e2-n-/-t) [1]
essential,e-s2-n-sh,esnz,,2542,essential = esnz (e-s2-n-sh) [5]
circumstance,s2-/-s2-tn-s2,sstnso,o,2544,circumstance = sstnso (s2-/-s2-tn-s2) [6]
mixed,m-e-x-t,mext,,2545,mixed = mext (m-e-x-t) [1]
delay,d-l-a,dla,,2546,delay = dla (d-l-a) [2]
artist,a2-t-e-s,ates,,2547,artist = ates (a2-t-e-s) [2]
agent,a-j,ajo,o,2549,agent = ajo (a-j) [2]
cloth,k-l-o-th,kloh,,2551,cloth = kloh (k-l-o-th) [1]
independent,nt-p,ntp,,2554,independent = ntp (nt-p) [8]
issue,e-sh-u,ezu,,2555,issue = ezu (e-sh-u) [2]
wooden,u-u-tn,uutn,,2558,wooden = uutn (u-u-tn) [2]
maintain,mn-tn,mmtno,o,2559,maintain = mmtno (mn-tn) [3]
knight,n-i,niu,u,2560,knight = niu (n-i) [3]
readers,r-e-d-ye2,redye,,2561,readers = redye (r-e-d-ye2) [2]
charm,ch-a2-m,cam,,2564,charm = cam (ch-a2-m) [2]
treat,t-r-e-t,tret,,2567,treat = tret (t-r-e-t) [1]
apparent,a-pr-nt,aprnt,,2568,apparent = aprnt (a-pr-nt) [3]
career,k-r-e-r,krer,,2569,career = krer (k-r-e-r) [2]
weakness,e-k-n-e-s,eknes,,2573,weakness = eknes (e-k-n-e-s) [3]
travel,t-r-a-v,trav,,2574,travel = trav (t-r-a-v) [2]
substance,s-s2-tn-s,sstnsu,u,2576,substance = sstnsu (s-s2-tn-s) [3]
frame,fr-a-m,fram,,2577,frame = fram (fr-a-m) [1]
notion,n-o-sh,noz,,2578,notion = noz (n-o-sh) [3]
sheep,sh-e-p,zep,,2580,sheep = zep (sh-e-p) [2]
accordance,a-k-r-n-s,akrns,,2582,accordance = akrns (a-k-r-n-s) [5]
alike,a-l-a,ala,,2583,alike = ala (a-l-a) [2]
horrible,^-h-\-o-r-b,horb,,2585,horrible = horb (^-h-\-o-r-b) [4]
hole,^-h-\-o-l,holu,u,2586,hole = holu (^-h-\-o-l) [0]
eggs,e-g-s,egs,,2587,eggs = egs (e-g-s) [1]
perform,pr-f-m,prfm,,2589,perform = prfm (pr-f-m) [3]
misery,m-s-e-r-e,msere,,2591,misery = msere (m-s-e-r-e) [1]
scheme,s2-k-e-m,skem,,2593,scheme = skem (s2-k-e-m) [2]
enormous,e-n-o-m,enom,,2595,enormous = enom (e-n-o-m) [4]
pause,p-o-s,posu,u,2596,pause = posu (p-o-s) [1]
key,k-e,keo,o,2598,key = keo (k-e) [0]
mortal,m-o-t-l,motl,,2600,mortal = motl (m-o-t-l) [2]
merry,m-e-r-e,mereo,o,2601,merry = mereo (m-e-r-e) [0]
atmosphere,a-t-m-o-s,atmos,,2603,atmosphere = atmos (a-t-m-o-s) [5]
oil,o-e-l,yl,,2607,oil = yl (o-e-l) [1]
assure,a-sh-u,azu,,2611,assure = azu (a-sh-u) [3]
nervous,n-e-v-u-s,nevus,,2612,nervous = nevus (n-e-v-u-s) [2]
distinction,d-s2-t-sh,dstz,,2613,distinction = dstz (d-s2-t-sh) [7]
vague,v-a-g,vag,,2617,vague = vag (v-a-g) [2]
dawn,d-o-n,dono,o,2618,dawn = dono (d-o-n) [0]
claims,k-l-a-m-s,klams,,2620,claims = klams (k-l-a-m-s) [1]
farm,f-a2-m,famo,o,2622,farm = famo (f-a2-m) [0]
trace,t-r-a-s,tras,,2623,trace = tras (t-r-a-s) [1]
opposed,o-p-o-/-t,opot,,2625,opposed = opot (o-p-o-/-t) [3]
permit,pr-m-e-t,prmet,,2627,permit = prmet (pr-m-e-t) [1]
stronger,s2-t-r-r,strr,,2628,stronger = strr (s2-t-r-r) [4]
deny,tn-i,tni,,2631,deny = tni (tn-i) [1]
constitution,k-s2-t-sh,kstz,,2633,constitution = kstz (k-s2-t-sh) [8]
entering,n-/-\-h,ngo,o,2640,entering = ngo (n-/-\-h) [5]
verse,v-e-s,ves,,2641,verse = ves (v-e-s) [2]
leader,l-e2-d-e2,lede,,2642,leader = lede (l-e2-d-e2) [2]
charged,ch-j-d,cjd,,2643,charged = cjd (ch-j-d) [4]
dim,d-e-m,dem,,2645,dim = dem (d-e-m) [0]
derive,d-r-i,driu,u,2646,derive = driu (d-r-i) [2]
throat,th-r-o-t,hrot,,2647,throat = hrot (th-r-o-t) [2]
hit,^-h-\-e-t,hetu,u,2648,hit = hetu (^-h-\-e-t) [-1]
desperate,d-s-pr-a,dspra,,2649,desperate = dspra (d-s-pr-a) [4]
meal,m-e-l,mel,,2651,meal = mel (m-e-l) [1]
impulse,m-pl-s,mpls,,2652,impulse = mpls (m-pl-s) [3]
available,a-v-a-l-b,avalb,,2653,available = avalb (a-v-a-l-b) [4]
conviction,k-v-e-k-sh,kvekz,,2658,conviction = kvekz (k-v-e-k-sh) [5]
declare,d-e-/-r,der,,2659,declare = der (d-e-/-r) [4]
Russia,r-sh-a,rza,,2661,Russia = rza (r-sh-a) [3]
port,p-o-t,poto,o,2664,port = poto (p-o-t) [0]
ideal,a-d-e-l,adel,,2665,ideal = adel (a-d-e-l) [1]
haste,^-h-\-a-s2-t,hast,,2670,haste = hast (^-h-\-a-s2-t) [1]
route,r-u-t,rut,,2671,route = rut (r-u-t) [2]
dread,d-r-e-d,dred,,2672,dread = dred (d-r-e-d) [1]
stayed,s2-t-a-d,stado,o,2674,stayed = stado (s2-t-a-d) [1]
bell,b-e-l,bel,,2677,bell = bel (b-e-l) [1]
clever,k-l-e-v,klev,,2678,clever = klev (k-l-e-v) [2]
decision,d-s-e-sh,dsez,,2681,decision = dsez (d-s-e-sh) [4]
aspect,a-s-p-k,aspk,,2682,aspect = aspk (a-s-p-k) [2]
western,u-e-s2-tn,uestn,,2683,western = uestn (u-e-s2-tn) [2]
Bible,b-i-b,bib,,2684,Bible = bib (b-i-b) [2]
insisted,n-ss-/-t,nsst,,2685,insisted = nsst (n-ss-/-t) [4]
exist,e-s-e-s,xes,,2688,exist = xes (e-s-e-s) [2]
silk,s-e-l-k,selk,,2690,silk = selk (s-e-l-k) [0]
northern,n-o-th-e-n,nohen,,2693,northern = nohen (n-o-th-e-n) [3]
leaned,l-e-nt,lento,o,2696,leaned = lento (l-e-nt) [1]
vote,v-t,vt,,2703,vote = vt (v-t) [2]
steady,s2-td-e,sddeo,o,2708,steady = sddeo (s2-td-e) [1]
falls,f-o-s,fosu,u,2710,falls = fosu (f-o-s) [1]
rush,r-sh,rz,,2712,rush = rz (r-sh) [2]
discussion,d-s2-k-sh,dskzo,o,2715,discussion = dskzo (d-s2-k-sh) [5]
referred,r-f-/-t,rft,,2718,referred = rft (r-f-/-t) [5]
idle,a-d-l,adl,,2719,idle = adl (a-d-l) [1]
yield,e-l-d,eld,,2720,yield = eld (e-l-d) [2]
characteristic,k-a-k-/-s2-t,kakst,,2724,characteristic = kakst (k-a-k-/-s2-t) [9]
rear,r-e-r,rer,,2726,rear = rer (r-e-r) [1]
ambition,a-m-b,amb,,2729,ambition = amb (a-m-b) [5]
profound,pr-f-nt,prfnt,,2731,profound = prfnt (pr-f-nt) [3]
occur,o-k-r,okr,,2732,occur = okr (o-k-r) [2]
observation,o-b-s-e-sh,obsez,,2736,observation = obsez (o-b-s-e-sh) [6]
sensible,s2-e-n-s-b,sensb,,2737,sensible = sensb (s2-e-n-s-b) [3]
comment,k-mn-t,kmmt,,2738,comment = kmmt (k-mn-t) [3]
senate,s2-e-n-a-t,senat,,2739,senate = senat (s2-e-n-a-t) [1]
scientific,s2-ia-n-df,siandf,,2740,scientific = siandf (s2-ia-n-df) [4]
burden,b-e2-tn,betn,,2744,burden = betn (b-e2-tn) [2]
scenes,s2-e-n-s,sensu,u,2745,scenes = sensu (s2-e-n-s) [1]
district,d-s-/-k,dsk,,2746,district = dsk (d-s-/-k) [5]
ocean,o-sh,ozo,o,2753,ocean = ozo (o-sh) [2]
communication,k-m-u,kmu,,2754,communication = kmu (k-m-u) [10]
rested,r-e-s-/-t,resto,o,2755,rested = resto (r-e-s-/-t) [1]
uniform,e-u-n-f-m,unfm,,2757,uniform = unfm (e-u-n-f-m) [3]
gratitude,g-r-a-t,grat,,2758,gratitude = grat (g-r-a-t) [5]
council,k-s-e-l,ksel,,2759,council = ksel (k-s-e-l) [3]
humanity,^-h-\-e-u-m-/-nt,humnt,,2762,humanity = humnt (^-h-\-e-u-m-/-nt) [3]
mankind,m-a-n-k-i,manki,,2763,mankind = manki (m-a-n-k-i) [2]
perceive,pr-s-e,prseo,o,2766,perceive = prseo (pr-s-e) [3]
useless,e-u-l,ul,,2767,useless = ul (e-u-l) [5]
enthusiasm,n-th-u-s,nhus,,2768,enthusiasm = nhus (n-th-u-s) [6]
exceedingly,e-s2-e-d-/-e,xede,,2769,exceedingly = xede (e-s2-e-d-/-e) [7]
fix,f-e-x,fex,,2771,fix = fex (f-e-x) [0]
venture,v-nt-r,vntr,,2773,venture = vntr (v-nt-r) [3]
Christmas,k-r-e-s,kres,,2774,Christmas = kres (k-r-e-s) [5]
critical,k-r-/-ya,krya,,2776,critical = krya (k-r-/-ya) [4]
nearest,n-e2-/-s2-t,nestu,u,2778,nearest = nestu (n-e2-/-s2-t) [2]
errors,e-r-r-s,errs,,2780,errors = errs (e-r-r-s) [2]
notwithstanding,n-e-th-s,nehs,,2781,notwithstanding = nehs (n-e-th-s) [11]
hers,e-r-s,ersi,i,2783,hers = ersi (e-r-s) [0]
shake,sh-a-k,zak,,2784,shake = zak (sh-a-k) [2]
staff,s2-t-a-f,staf,,2787,staff = staf (s2-t-a-f) [1]
southern,s2-u-th-e-n,suhen,,2790,southern = suhen (s2-u-th-e-n) [3]
prospect,pr-p-k,prpk,,2791,prospect = prpk (pr-p-k) [4]
instrument,n-s-/-m,nsm,,2792,instrument = nsm (n-s-/-m) [7]
territory,t-e-r-e,tere,,2795,territory = tere (t-e-r-e) [5]
continually,k-tn-l-e,ktnle,,2797,continually = ktnle (k-tn-l-e) [6]
slightest,s-l-i-s2-t,slist,,2800,slightest = slist (s-l-i-s2-t) [4]
odd,o-d,odo,o,2801,odd = odo (o-d) [0]
cheerful,ch-e2-f,cefo,o,2802,cheerful = cefo (ch-e2-f) [4]
pipe,p-i-p,pip,,2803,pipe = pip (p-i-p) [1]
somehow,s2-m-a-u,smw,,2805,somehow = smw (s2-m-a-u) [4]
luck,l-u-k,luk,,2806,luck = luk (l-u-k) [1]
hurry,^-h-\-e-r-e,hereu,u,2807,hurry = hereu (^-h-\-e-r-e) [0]
sole,s2-o-l,solu,u,2808,sole = solu (s2-o-l) [0]
cap,k-a-p,kapo,o,2809,cap = kapo (k-a-p) [-1]
grateful,g-r-a-t-f,gratf,,2810,grateful = gratf (g-r-a-t-f) [3]
capacity,k-a-p-/-s2,kaps,,2811,capacity = kaps (k-a-p-/-s2) [4]
daughters,d-o-t-ye2,dotye,,2812,daughters = dotye (d-o-t-ye2) [4]
edition,e-d-sh,edz,,2816,edition = edz (e-d-sh) [4]
arrangement,a-r-a,ara,,2817,arrangement = ara (a-r-a) [8]
settle,s2-e-t-l,setl,,2821,settle = setl (s2-e-t-l) [2]
counsel,k-s-e-l,kselo,o,2826,counsel = kselo (k-s-e-l) [2]
interview,n-/-v-e-u,nvu,,2827,interview = nvu (n-/-v-e-u) [6]
community,k-/-nt,knto,o,2828,community = knto (k-/-nt) [5]
organization,o-g,ogo,o,2829,organization = ogo (o-g) [9]
nights,n-i-s,niso,o,2830,nights = niso (n-i-s) [2]
bless,bl-e-s,bles,,2831,bless = bles (bl-e-s) [1]
seriously,s-e-r-s-e,serse,,2832,seriously = serse (s-e-r-s-e) [4]
display,d-s-pl-a,dspla,,2836,display = dspla (d-s-pl-a) [2]
accordingly,a-k-r-/-e,akre,,2837,accordingly = akre (a-k-r-/-e) [7]
college,k-o-l-e-j,kolej,,2838,college = kolej (k-o-l-e-j) [2]
incident,n-s2-e-tn,nsetn,,2842,incident = nsetn (n-s2-e-tn) [3]
correct,k-r,kro,o,2845,correct = kro (k-r) [4]
pen,p-n,pno,o,2847,pen = pno (p-n) [0]
fearful,f-e-r-f,ferf,,2851,fearful = ferf (f-e-r-f) [3]
supreme,s-/-m,smy,y,2852,supreme = smy (s-/-m) [4]
pressure,pr-e-sh-u,prezu,,2853,pressure = prezu (pr-e-sh-u) [3]
prevented,pr-e-v-nt-d,prevntd,,2854,prevented = prevntd (pr-e-v-nt-d) [2]
infinite,n-f-e-n-e-t,nfenet,,2856,infinite = nfenet (n-f-e-n-e-t) [2]
contains,k-tn-s,ktns,,2857,contains = ktns (k-tn-s) [4]
noted,n-o-td,nodd,,2858,noted = nodd (n-o-td) [1]
multitude,m-u-/-t-u,mutu,,2860,multitude = mutu (m-u-/-t-u) [5]
rid,r-e-d,reda,a,2861,rid = reda (r-e-d) [-1]
senses,s2-e-n-ss,senss,,2862,senses = senss (s2-e-n-ss) [1]
defend,df-nt,dfnt,,2863,defend = dfnt (df-nt) [2]
hang,^-h-\-a-ng,hag,,2864,hang = hag (^-h-\-a-ng) [1]
deed,d-e-d,ded,,2870,deed = ded (d-e-d) [1]
chain,ch-a-n,cano,o,2873,chain = cano (ch-a-n) [1]
writes,r-i-s,risu,u,2874,writes = risu (r-i-s) [2]
knife,n-i-f,nif,,2875,knife = nif (n-i-f) [2]
Mississippi,m-e-ss,messo,o,2876,Mississippi = messo (m-e-ss) [6]
studied,s2-td-e-d,sdded,,2877,studied = sdded (s2-td-e-d) [2]
maintained,mn-tn-d,mmtnd,,2878,maintained = mmtnd (mn-tn-d) [5]
fears,f-e-r-s,ferso,o,2879,fears = ferso (f-e-r-s) [0]
annual,a-n-l,anl,,2883,annual = anl (a-n-l) [3]
failure,f-a-l-r,falr,,2886,failure = falr (f-a-l-r) [3]
commerce,k-m-ye2,kmye,,2887,commerce = kmye (k-m-ye2) [4]
consequently,k-s2-e-k-e,kseqe,,2888,consequently = kseqe (k-s2-e-k-e) [7]
confined,k-f-i-nt,kfint,,2891,confined = kfint (k-f-i-nt) [3]
issued,e-sh-u-d,ezud,,2892,issued = ezud (e-sh-u-d) [2]
widow,u-e-d-o,uedo,,2895,widow = uedo (u-e-d-o) [1]
repeat,r-p-e,rpe,,2897,repeat = rpe (r-p-e) [3]
industry,nt-s,ntso,o,2899,industry = ntso (nt-s) [4]
arrive,a-r-i,ario,o,2901,arrive = ario (a-r-i) [2]
